createdAt,totViews,subscribers,videoCount,channel_ids.Indice
2010-11-28 00:35:24.000,978635570,1820000,315,526
2024-03-30 21:47:45.769,175115365,74300,378,527
2006-05-17 17:42:39.000,1027835051,1790000,9381,528
2024-05-09 04:15:15.351,14929516,17600,112,529
2023-04-26 17:40:32.382,63411973,231000,868,530
2014-06-28 22:59:13.000,2212571,17900,84,531
2007-10-05 20:59:56.000,5197925673,3080000,12828,532
2022-03-20 10:21:56.984,13879731,15800,69,533
2021-07-16 03:57:11.997,349290073,538000,9610,534
2022-11-13 13:35:13.572,189842852,257000,632,535
2022-12-29 06:36:24.938,60333938,103000,163,536
2014-04-01 22:15:52.000,102047007,74600,2322,537
2012-09-11 03:48:10.000,376276425,1130000,438,538
2023-01-02 23:05:12.991,57094411,63200,547,539
2018-01-23 20:32:41.000,20340878700,15800000,46462,540
2006-09-12 03:34:37.000,1424950892,3170000,3903,541
2006-12-28 21:29:28.000,1442736372,2000000,3082,542
2007-02-26 14:31:42.000,23524997571,14000000,3697,543
2019-08-11 19:44:03.000,894554575,821000,362,544
2022-03-13 02:45:47.426,587774151,234000,5132,545
2011-09-30 17:55:42.000,31129682,27000,178,546
2022-11-10 18:01:05.806,536645449,695000,513,547
2023-06-23 15:09:08.510,912051268,1830000,428,548
2023-09-26 17:20:04.883,1739634352,4860000,323,549
2010-09-22 17:39:42.000,133434028,780000,840,550
2023-03-30 19:30:54.169,439017212,844000,303,552
2015-08-28 21:36:02.000,1243987906,1430000,5265,553
2021-11-28 16:11:29.400,5471314,13100,95,554
2017-09-02 22:28:19.000,215044355,1040000,924,555
2022-07-06 05:42:02.289,963525628,475000,1838,556
2023-08-11 08:12:30.625,110769497,174000,286,557
2023-05-29 09:41:10.098,49964175,47800,281,558
2014-09-06 22:28:02.000,151421061,336000,4676,559
2023-04-18 19:40:37.528,316985899,245000,346,560
2024-05-26 01:45:56.614,296829959,3610000,220,561
2024-07-19 20:52:12.365,13550193,15900,245,562
2012-11-19 21:30:39.000,208527029,1550000,138,563
2020-05-13 23:19:52.395,39544721,56600,4745,564
2014-07-18 16:52:36.000,320371107,576000,7850,565
2020-08-19 04:50:58.860,398319272,526000,585,566
2015-11-06 20:08:06.000,9177296779,7180000,6739,567
2021-03-29 04:55:50.161,26028070,113000,60,568
2007-09-14 20:23:54.000,4056696502,4290000,15928,569
2024-07-13 12:48:56.861,861736271,1110000,34,570
2023-10-03 19:31:39.619,112791128,76800,165,571
2021-02-01 09:39:19.665,4489647836,9850000,1757,572
2022-05-21 23:20:06.192,35156763,69700,955,573
2022-07-05 19:44:53.540,295725438,112000,2250,574
2023-11-29 20:40:25.274,127029971,101000,336,575
2022-12-20 22:20:21.234,30093225,18800,335,576
2017-08-14 23:58:34.000,1683677552,3100000,463,577
2014-04-10 03:47:53.000,531278076,1000000,588,578
2011-12-01 01:29:19.000,448324137,1760000,554,579
2006-03-04 15:15:07.000,8605426418,18900000,18375,580
2018-08-03 00:25:02.000,479524681,783000,1706,581
2008-11-04 21:24:43.000,1958866553,1900000,81316,582
2005-12-25 19:02:22.000,5704962605,5770000,296728,583
2020-03-07 11:17:51.798,67487353,1270000,238,584
2022-06-21 16:04:51.355,894767968,459000,4438,585
2024-07-17 07:29:27.915,75903686,301000,40,586
2024-01-15 13:41:05.751,541822849,515000,496,587
2021-10-08 00:30:53.457,81575406,85800,216,588
2023-03-27 16:37:22.459,86113073,53500,301,589
2024-02-10 10:49:56.813,130615868,457000,912,590
2011-03-31 11:21:24.000,130116312,227000,702,591
2020-08-06 01:42:50.093,44013161,31000,166,592
2024-01-26 00:27:44.495,320966931,126000,324,593
2020-05-26 23:53:17.038,1321058014,797000,3802,594
2021-05-15 00:08:22.493,162662889,99400,329,595
2022-12-05 09:39:21.364,5431142009,3950000,665,596
2024-04-15 03:48:56.357,2994147,22300,84,597
2005-11-21 02:20:33.000,14455194753,22200000,59480,598
2010-09-05 16:30:04.000,30040081025,13900000,2592,599
2014-02-19 21:24:31.000,426249430,1700000,4696,600
2017-09-06 22:02:17.000,41527521,52700,1167,601
2020-05-22 17:56:29.979,153177204,307000,297,602
2022-11-05 15:40:15.177,225779266,157000,794,603
2024-07-27 07:44:49.714,57883556,38100,322,604
2013-09-05 21:52:11.000,389346074,325000,703,605
2015-09-18 11:45:44.000,1116011311,1660000,854,606
2024-01-21 21:34:15.785,10433970,20300,31,607
2013-06-08 03:04:58.000,103377747,309000,167,608
2015-07-31 03:16:48.000,65879366,94200,12056,609
2005-11-01 00:34:22.000,15401161952,12800000,85028,610
2024-08-15 21:57:38.937,18307496,18200,100,611
2016-12-08 20:01:53.000,1677179331,3570000,3215,612
2011-07-11 10:25:08.000,343689569,684000,1345,613
2017-08-20 02:55:02.000,748836990,2800000,178,614
2024-01-15 21:28:10.605,46336462,24500,152,615
2019-11-12 00:54:15.884,8531762649,6870000,6984,616
2020-06-25 08:57:50.716,1115833757,1440000,1178,617
2023-08-26 04:07:50.709,85402538,54100,148,618
2022-08-09 03:20:11.325,2840930047,1580000,1212,619
2019-07-03 22:02:59.000,74740886,84300,2490,620
2018-04-04 20:01:33.000,10345356,13800,33,621
2018-10-31 17:02:13.000,318358673,642000,3767,622
2021-10-02 08:38:40.273,94678775,65500,231,623
2019-05-15 23:02:12.000,361492368,409000,2511,624
2023-01-10 17:29:58.801,14728989,21800,950,625
2023-01-12 08:20:54.354,10543343,19500,106,626
2020-05-07 03:28:15.222,69274016,58600,1303,627
2024-01-30 20:07:10.362,385969637,185000,311,628
2008-03-28 22:17:55.000,1369907402,4090000,3601,629
2018-08-10 16:37:38.000,456143060,1560000,1962,630
2022-08-09 23:40:57.243,178398462,445000,825,631
2024-02-16 18:20:43.024,43868408,52800,549,632
2007-12-19 22:05:39.000,1251140208,2710000,1480,633
2022-01-06 01:47:30.826,222629895,273000,1516,634
2020-11-08 02:45:03.352,3969445,10600,1529,635
2022-12-23 01:07:18.484,2687658007,4490000,465,636
2016-07-06 20:35:50.000,299410732,149000,503,637
2023-06-04 15:09:26.608,10019592,24400,59,638
2021-12-25 19:38:13.659,8980715,192000,75,639
2023-01-30 08:46:15.288,175902661,262000,117,640
2023-08-30 20:09:08.966,92146968,75700,364,641
2023-11-14 05:12:28.237,79476459,65700,249,642
2023-07-22 04:22:21.515,708656212,1420000,308,643
2019-11-05 23:42:24.001,345123620,535000,154,644
2017-08-23 23:27:02.000,2062819227,2660000,8806,645
2020-11-11 21:01:51.860,11747735,21500,1753,646
2024-05-16 21:28:06.401,158736983,536000,455,647
2024-07-01 04:13:45.357,103129624,42100,122,648
2017-07-26 20:36:59.000,145128989,793000,671,649
2021-05-17 15:56:19.520,49838398,86900,480,650
2015-05-30 18:34:58.000,15445333,12100,4081,651
2023-05-24 18:57:19.797,11144164,12700,162,652
2023-10-28 10:07:33.838,367471185,1280000,600,653
2023-05-03 22:46:34.789,23099258848,37700000,1034,654
2015-05-06 21:08:52.000,1703470761,2290000,6439,655
2021-08-31 15:48:38.590,72933464,84900,78,656
2020-04-06 07:20:11.727,323279637,310000,497,657
2020-06-06 14:17:32.545,45620067,62000,287,658
2022-11-16 01:35:23.118,13414984,28100,1714,659
2015-12-15 20:51:39.000,6660786265,7730000,468,660
2015-08-18 01:38:24.000,19329552,21300,745,661
2022-08-29 17:26:53.329,864656482,2460000,1384,662
2020-07-22 20:52:07.847,464115756,1690000,530,663
2007-03-30 17:03:53.000,32466386,129000,2083,664
2022-11-08 20:10:56.526,230789001,383000,437,665
2012-07-09 16:47:06.000,5570973076,21100000,1416,666
2013-01-25 20:28:45.000,74078393,221000,411,667
2024-08-13 02:17:30.146,7220765,408000,12,668
2016-01-03 08:42:46.000,10245034,16600,567,669
2019-10-20 19:46:46.093,1543967462,1750000,802,670
2024-09-11 11:14:58.910,2503269,92000,46,671
2016-07-13 02:58:31.000,774508134,1190000,1713,672
2019-08-06 11:51:04.000,376856343,355000,169,673
2009-07-13 23:17:06.000,1168613550,2930000,6578,674
2023-07-20 01:27:51.763,2467728598,3080000,650,675
2016-03-09 21:16:07.000,492886726,336000,1133,676
2021-01-11 20:16:15.690,141308950,326000,460,677
2012-02-07 15:52:11.000,4355790664,4680000,34047,678
2023-10-25 23:12:12.165,14705293,11400,73,679
2020-08-05 16:17:30.733,624921097,984000,393,680
2021-10-10 21:33:20.199,885004825,1420000,701,681
2023-09-12 19:33:54.117,503263685,1960000,123,682
2024-06-21 17:32:26.752,51452530,59800,152,683
2022-01-05 23:13:02.686,8691182609,10600000,1237,684
2023-06-04 18:00:08.257,26155730,31200,47,685
2014-11-21 15:43:35.000,2599869979,3380000,513,686
2024-07-20 19:34:27.746,12009896,10500,818,687
2023-04-17 09:51:41.726,12234452,39800,37,688
2017-09-11 09:41:13.000,1924784268,3830000,108,689
2013-12-30 04:05:47.000,172136684,328000,1251,690
2023-08-13 21:50:40.797,579167079,2030000,213,691
2023-09-20 03:32:45.389,352272447,2750000,249,692
2024-07-31 08:52:57.074,30139411,17900,154,693
2022-05-29 15:34:55.118,27374780,237000,146,694
2023-01-07 07:53:02.546,65009073,78900,171,695
2011-11-24 11:04:42.000,373467288,422000,896,696
2022-07-22 06:04:02.273,14669282,17800,36,697
2019-12-20 17:19:21.147,13445810,63400,144,698
2006-03-20 02:51:55.000,84735338,84400,980,699
2023-07-06 00:37:34.337,53279393,53000,980,700
2023-07-17 11:45:16.262,9378648,20600,218,701
2022-06-21 00:32:02.553,671168372,646000,506,702
2006-06-05 15:59:34.000,85031653,108000,552,703
2020-11-26 21:51:44.561,669102463,851000,193,704
2024-04-30 10:46:19.934,76537558,1610000,65,706
2023-11-07 23:52:52.031,671375120,1110000,1418,707
2017-08-14 19:31:39.000,704152758,891000,7540,708
2023-11-23 00:39:59.479,43413477,30700,218,709
